RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.228 , 34.166 , 6.089  , 1.56    , 25.054  ,   0.0000
    2 , 16.18  , 34.171 , 6.155  , 1.232   , 25.07   ,   0.0000
    4 , 15.594 , 34.178 , 6.141  , 1.25    , 25.206  ,   0.0000
    5 , 15.076 , 34.216 , 6.401  , 1.425   , 25.353  ,   0.0000
    6 , 14.539 , 34.24  , 6.958  , 2.083   , 25.48   ,   0.0000
    8 , 13.98  , 34.173 , 7.115  , 4.796   , 25.554  ,   0.0000
   10 , 13.223 , 34.094 , 6.725  , 5.227   , 25.646  ,   0.0000
   12 , 13.187 , 34.099 , 6.656  , 7.06    , 25.66   ,   0.0000
   14 , 13.058 , 34.1   , 6.448  , 8.487   , 25.685  ,   0.0000
   15 , 12.954 , 34.098 , 6.392  , 8.623   , 25.7    ,   0.0000
   16 , 12.94  , 34.105 , 6.212  , 7.518   , 25.711  ,   0.0000
   18 , 12.73  , 34.096 , 5.845  , 4.736   , 25.749  ,   0.0000
   20 , 12.289 , 34.061 , 5.483  , 2.958   , 25.804  ,   0.0000
   22 , 12.173 , 34.053 , 5.328  , 2.213   , 25.82   ,   0.0000
   24 , 12.142 , 34.058 , 5.282  , 1.771   , 25.831  ,   0.0000
   25 , 12.096 , 34.075 , 5.281  , 1.798   , 25.852  ,   0.0000
   26 , 12.068 , 34.096 , 5.264  , 2.221   , 25.876  ,   0.0000
   28 , 11.985 , 34.15  , 5.229  , 2.211   , 25.933  ,   0.0000
   30 , 11.708 , 34.143 , 4.953  , 1.111   , 25.978  ,   0.0000
   35 , 11.553 , 34.147 , 4.846  , 0.42    , 26.012  ,   0.0000
   40 , 11.423 , 34.244 , 4.689  , 0.454   , 26.117  ,   0.0000
   45 , 10.273 , 34.144 , 3.318  , 0.089   , 26.229  ,   0.0000
   50 , 10.321 , 34.217 , 3.712  , 0.063   , 26.284  ,   0.0000
   60 , 10.652 , 34.4   , 2.067  , 0.035   , 26.372  ,   0.0000
   70 , 10.705 , 34.493 , 1.099  , 0.04    , 26.434  ,   0.0000
   75 , 10.696 , 34.525 , 0.893  , 0.037   , 26.459  ,   0.0000
   80 , 10.652 , 34.534 , 0.6    , 0.051   , 26.475  ,   0.0000
   90 , 10.652 , 34.569 , 0.361  , 0.056   , 26.502  ,   0.0000
  100 , 10.62  , 34.584 , 0.315  , 0.041   , 26.52   ,   0.0000
  120 , 10.536 , 34.603 , 0.189  , 0.042   , 26.549  ,   0.0000
  125 , 10.455 , 34.595 , 0.185  , 0.054   , 26.557  ,   0.0000
  140 , 10.318 , 34.59  , 0.248  , 0.047   , 26.577  ,   0.0000
  150 , 10.316 , 34.598 , 0.223  , 0.052   , 26.583  ,   0.0000
  160 , 10.269 , 34.6   , 0.165  , 0.038   , 26.594  ,   0.0000
  170 , 10.191 , 34.599 , 0.189  , 0.043   , 26.606  ,   0.0000
  175 , 10.188 , 34.599 , 0.214  , 0.039   , 26.606  ,   0.0000
  180 , 10.167 , 34.597 , 0.214  , 0.043   , 26.609  ,   0.0000
  190 , 10.151 , 34.6   , 0.218  , 0.037   , 26.614  ,   0.0000
  200 , 10.088 , 34.595 , 0.227  , 0.035   , 26.621  ,   0.0000
  225 , 9.717  , 34.582 , 0.404  , 0.037   , 26.674  ,   0.0000
  250 , 9.371  , 34.552 , 0.468  , 0.037   , 26.708  ,   0.0000
  275 , 9.06   , 34.533 , 0.531  , 0.041   , 26.743  ,   0.0000
  300 , 9.003  , 34.533 , 0.524  , 0.037   , 26.752  ,   0.0000
  325 , 8.75   , 34.517 , 0.628  , 0.037   , 26.779  ,   0.0000
  350 , 8.513  , 34.502 , 0.752  , 0.037   , 26.805  ,   0.0000
  375 , 8.349  , 34.492 , 0.818  , 0.037   , 26.822  ,   0.0000
  400 , 8.123  , 34.472 , 1.014  , 0.041   , 26.84   ,   0.0000
  425 , 7.939  , 34.461 , 1.216  , 0.037   , 26.86   ,   0.0000
  450 , 7.644  , 34.436 , 1.486  , 0.037   , 26.883  ,   0.0000
  456 , 7.515  , 34.428 , 1.605  , 0.037   , 26.896  ,   0.0000
