RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.424 , 34.234 , 5.978  , 1.216   , 25.061  ,   0.0000
    2 , 16.425 , 34.234 , 5.919  , 1.293   , 25.061  ,   0.0000
    4 , 16.426 , 34.235 , 5.938  , 1.277   , 25.061  ,   0.0000
    5 , 16.426 , 34.235 , 5.93   , 1.393   , 25.061  ,   0.0000
    6 , 16.426 , 34.235 , 5.925  , 1.217   , 25.061  ,   0.0000
    8 , 16.427 , 34.235 , 5.915  , 1.284   , 25.061  ,   0.0000
   10 , 16.34  , 34.236 , 5.922  , 1.301   , 25.082  ,   0.0000
   12 , 16.04  , 34.238 , 5.83   , 0.828   , 25.154  ,   0.0000
   14 , 15.791 , 34.241 , 5.8    , 0.964   , 25.21   ,   0.0000
   15 , 15.69  , 34.242 , 5.795  , 0.995   , 25.235  ,   0.0000
   16 , 15.586 , 34.24  , 5.783  , 1.029   , 25.259  ,   0.0000
   18 , 15.065 , 34.222 , 5.73   , 0.996   , 25.405  ,   0.0000
   20 , 13.388 , 34.197 , 5.369  , 1.827   , 25.658  ,   0.0000
   22 , 12.302 , 34.203 , 4.574  , 2.253   , 25.91   ,   0.0000
   24 , 11.941 , 34.214 , 4.291  , 2.166   , 25.986  ,   0.0000
   25 , 11.845 , 34.215 , 4.109  , 1.631   , 26.006  ,   0.0000
   26 , 11.787 , 34.214 , 3.859  , 1.453   , 26.018  ,   0.0000
   28 , 11.666 , 34.212 , 3.804  , 0.994   , 26.041  ,   0.0000
   30 , 11.563 , 34.2   , 3.7    , 0.441   , 26.05   ,   0.0000
   35 , 11.372 , 34.229 , 3.502  , 0.364   , 26.108  ,   0.0000
   40 , 11.267 , 34.26  , 3.332  , 0.395   , 26.153  ,   0.0000
   45 , 11.137 , 34.302 , 2.85   , 0.216   , 26.207  ,   0.0000
   50 , 11.145 , 34.36  , 2.598  , 0.173   , 26.251  ,   0.0000
   60 , 10.998 , 34.397 , 1.908  , 0.205   , 26.306  ,   0.0000
   70 , 10.931 , 34.453 , 1.453  , 0.158   , 26.362  ,   0.0000
   75 , 10.898 , 34.46  , 1.181  , 0.118   , 26.374  ,   0.0000
   80 , 10.762 , 34.48  , 1.069  , 0.075   , 26.413  ,   0.0000
   90 , 10.746 , 34.527 , 0.966  , 0.063   , 26.452  ,   0.0000
  100 , 10.759 , 34.555 , 0.665  , 0.041   , 26.472  ,   0.0000
  120 , 10.743 , 34.607 , 0.387  , 0.039   , 26.516  ,   0.0000
  125 , 10.74  , 34.612 , 0.304  , 0.04    , 26.52   ,   0.0000
  140 , 10.679 , 34.618 , 0.251  , 0.039   , 26.536  ,   0.0000
  150 , 10.608 , 34.611 , 0.259  , 0.037   , 26.543  ,   0.0000
  160 , 10.495 , 34.599 , 0.248  , 0.037   , 26.553  ,   0.0000
  170 , 10.466 , 34.597 , 0.251  , 0.039   , 26.556  ,   0.0000
  175 , 10.46  , 34.597 , 0.248  , 0.042   , 26.557  ,   0.0000
  180 , 10.466 , 34.599 , 0.249  , 0.037   , 26.558  ,   0.0000
  190 , 10.456 , 34.602 , 0.253  , 0.038   , 26.562  ,   0.0000
  200 , 10.389 , 34.595 , 0.258  , 0.038   , 26.568  ,   0.0000
  225 , 10.261 , 34.586 , 0.289  , 0.038   , 26.583  ,   0.0000
  250 , 10.249 , 34.584 , 0.297  , 0.039   , 26.585  ,   0.0000
  275 , 10.172 , 34.599 , 0.25   , 0.037   , 26.609  ,   0.0000
  300 , 8.674  , 34.522 , 0.596  , 0.037   , 26.795  ,   0.0000
  302 , 8.668  , 34.52  , 0.596  , 0.04    , 26.795  ,   0.0000
