RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 17.272 , 34.266 , 5.836  , 0.587   , 24.886  ,   0.0000
    2 , 17.258 , 34.266 , 5.838  , 0.698   , 24.889  ,   0.0000
    4 , 17.264 , 34.267 , 5.843  , 0.674   , 24.889  ,   0.0000
    5 , 17.265 , 34.267 , 5.864  , 0.719   , 24.889  ,   0.0000
    6 , 17.262 , 34.268 , 5.849  , 0.697   , 24.89   ,   0.0000
    8 , 17.217 , 34.263 , 5.856  , 0.742   , 24.903  ,   0.0000
   10 , 16.581 , 34.258 , 5.96   , 0.732   , 25.036  ,   0.0000
   12 , 15.778 , 34.292 , 7.045  , 1.306   , 25.287  ,   0.0000
   14 , 13.561 , 34.3   , 7.671  , 1.979   , 25.719  ,   0.0000
   15 , 13.071 , 34.292 , 6.802  , 1.301   , 25.813  ,   0.0000
   16 , 13.016 , 34.284 , 5.31   , 1.081   , 25.833  ,   0.0000
   18 , 12.706 , 34.248 , 4.525  , 0.924   , 25.87   ,   0.0000
   20 , 11.962 , 34.16  , 4.54   , 0.589   , 25.941  ,   0.0000
   22 , 11.742 , 34.136 , 4.403  , 0.448   , 25.967  ,   0.0000
   24 , 11.59  , 34.167 , 4.34   , 0.364   , 26.019  ,   0.0000
   25 , 11.476 , 34.192 , 4.282  , 0.388   , 26.056  ,   0.0000
   26 , 11.433 , 34.212 , 4.134  , 0.467   , 26.082  ,   0.0000
   28 , 11.43  , 34.225 , 3.712  , 0.327   , 26.093  ,   0.0000
   30 , 11.456 , 34.233 , 3.643  , 0.29    , 26.095  ,   0.0000
   35 , 11.435 , 34.327 , 3.279  , 0.306   , 26.174  ,   0.0000
   40 , 11.221 , 34.356 , 2.786  , 0.36    , 26.234  ,   0.0000
   45 , 11.152 , 34.425 , 2.228  , 0.266   , 26.3    ,   0.0000
   50 , 11.086 , 34.453 , 1.911  , 0.249   , 26.332  ,   0.0000
   60 , 11.365 , 34.58  , 0.969  , 0.193   , 26.382  ,   0.0000
   70 , 11.331 , 34.607 , 0.764  , 0.196   , 26.408  ,   0.0000
   75 , 11.365 , 34.632 , 0.551  , 0.198   , 26.422  ,   0.0000
   80 , 11.344 , 34.639 , 0.506  , 0.183   , 26.431  ,   0.0000
   90 , 11.283 , 34.652 , 0.355  , 0.179   , 26.453  ,   0.0000
  100 , 11.239 , 34.66  , 0.265  , 0.177   , 26.468  ,   0.0000
  120 , 11.151 , 34.678 , 0.166  , 0.162   , 26.497  ,   0.0000
  125 , 11.159 , 34.68  , 0.146  , 0.162   , 26.498  ,   0.0000
  140 , 11.126 , 34.684 , 0.117  , 0.161   , 26.506  ,   0.0000
  150 , 11.102 , 34.68  , 0.127  , 0.162   , 26.508  ,   0.0000
  160 , 11.024 , 34.678 , 0.134  , 0.158   , 26.52   ,   0.0000
  170 , 11.008 , 34.68  , 0.125  , 0.157   , 26.525  ,   0.0000
  175 , 10.988 , 34.679 , 0.123  , 0.16    , 26.528  ,   0.0000
  180 , 10.94  , 34.679 , 0.123  , 0.161   , 26.537  ,   0.0000
  190 , 10.897 , 34.677 , 0.121  , 0.159   , 26.543  ,   0.0000
  200 , 10.824 , 34.671 , 0.127  , 0.159   , 26.551  ,   0.0000
  225 , 10.745 , 34.667 , 0.132  , 0.159   , 26.562  ,   0.0000
  250 , 10.559 , 34.663 , 0.132  , 0.157   , 26.591  ,   0.0000
  275 , 10.44  , 34.645 , 0.161  , 0.157   , 26.599  ,   0.0000
  300 , 10.255 , 34.639 , 0.166  , 0.157   , 26.627  ,   0.0000
  325 , 9.981  , 34.626 , 0.178  , 0.156   , 26.663  ,   0.0000
  350 , 9.563  , 34.586 , 0.253  , 0.156   , 26.703  ,   0.0000
  375 , 9.481  , 34.593 , 0.284  , 0.156   , 26.721  ,   0.0000
  400 , 9.218  , 34.58  , 0.314  , 0.156   , 26.753  ,   0.0000
  425 , 9.049  , 34.572 , 0.317  , 0.156   , 26.776  ,   0.0000
  450 , 8.597  , 34.529 , 0.586  , 0.156   , 26.813  ,   0.0000
  475 , 8.324  , 34.505 , 0.789  , 0.156   , 26.836  ,   0.0000
  500 , 8.024  , 34.486 , 1.07   , 0.156   , 26.866  ,   0.0000
  503 , 8.018  , 34.485 , 1.063  , 0.156   , 26.867  ,   0.0000
