RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.946 , 34.316 , 5.825  , 0.537   , 25.001  ,   0.0000
    2 , 16.972 , 34.317 , 5.831  , 0.586   , 24.997  ,   0.0000
    4 , 16.965 , 34.318 , 5.827  , 0.583   , 24.999  ,   0.0000
    5 , 16.966 , 34.318 , 5.84   , 0.64    , 24.999  ,   0.0000
    6 , 16.961 , 34.319 , 5.831  , 0.526   , 25.001  ,   0.0000
    8 , 16.926 , 34.321 , 5.901  , 0.564   , 25.011  ,   0.0000
   10 , 16.412 , 34.318 , 5.879  , 0.581   , 25.133  ,   0.0000
   12 , 15.533 , 34.324 , 5.686  , 0.73    , 25.334  ,   0.0000
   14 , 14.472 , 34.371 , 5.493  , 0.83    , 25.599  ,   0.0000
   15 , 14.096 , 34.374 , 4.95   , 0.847   , 25.688  ,   0.0000
   16 , 13.612 , 34.381 , 4.819  , 0.844   , 25.787  ,   0.0000
   18 , 13.147 , 34.383 , 3.612  , 1.156   , 25.886  ,   0.0000
   20 , 12.688 , 34.394 , 3.55   , 1.357   , 25.974  ,   0.0000
   22 , 12.375 , 34.413 , 2.807  , 1.115   , 26.062  ,   0.0000
   24 , 12.192 , 34.416 , 2.435  , 1.076   , 26.098  ,   0.0000
   25 , 12.153 , 34.416 , 2.308  , 0.98    , 26.107  ,   0.0000
   26 , 11.931 , 34.422 , 2.262  , 0.859   , 26.156  ,   0.0000
   28 , 11.464 , 34.44  , 1.991  , 0.79    , 26.253  ,   0.0000
   30 , 11.434 , 34.438 , 1.671  , 0.812   , 26.258  ,   0.0000
   35 , 10.943 , 34.47  , 1.455  , 0.926   , 26.371  ,   0.0000
   40 , 10.823 , 34.483 , 0.579  , 0.505   , 26.405  ,   0.0000
   45 , 10.751 , 34.494 , 0.413  , 0.711   , 26.426  ,   0.0000
   50 , 10.697 , 34.51  , 0.356  , 0.307   , 26.448  ,   0.0000
   60 , 10.578 , 34.542 , 0.348  , 0.356   , 26.494  ,   0.0000
   70 , 10.618 , 34.567 , 0.275  , 0.302   , 26.506  ,   0.0000
   75 , 10.618 , 34.576 , 0.245  , 0.292   , 26.514  ,   0.0000
   80 , 10.566 , 34.579 , 0.237  , 0.263   , 26.526  ,   0.0000
   90 , 10.392 , 34.574 , 0.203  , 0.272   , 26.552  ,   0.0000
  100 , 10.415 , 34.603 , 0.119  , 0.238   , 26.57   ,   0.0000
  120 , 10.373 , 34.608 , 0.107  , 0.237   , 26.581  ,   0.0000
  125 , 10.321 , 34.603 , 0.101  , 0.237   , 26.587  ,   0.0000
  140 , 10.286 , 34.607 , 0.099  , 0.23    , 26.596  ,   0.0000
  150 , 10.253 , 34.605 , 0.099  , 0.227   , 26.6    ,   0.0000
  160 , 10.236 , 34.605 , 0.098  , 0.234   , 26.603  ,   0.0000
  170 , 10.225 , 34.605 , 0.096  , 0.23    , 26.605  ,   0.0000
  175 , 10.224 , 34.605 , 0.095  , 0.235   , 26.605  ,   0.0000
  180 , 10.219 , 34.605 , 0.096  , 0.234   , 26.606  ,   0.0000
  190 , 10.2   , 34.605 , 0.103  , 0.23    , 26.609  ,   0.0000
  200 , 10.182 , 34.604 , 0.104  , 0.226   , 26.612  ,   0.0000
  225 , 10.157 , 34.603 , 0.106  , 0.226   , 26.615  ,   0.0000
  250 , 10.012 , 34.588 , 0.109  , 0.233   , 26.628  ,   0.0000
  275 , 9.783  , 34.566 , 0.174  , 0.239   , 26.65   ,   0.0000
  300 , 9.392  , 34.547 , 0.322  , 0.231   , 26.701  ,   0.0000
  325 , 8.975  , 34.525 , 0.455  , 0.226   , 26.751  ,   0.0000
  350 , 8.622  , 34.504 , 0.671  , 0.225   , 26.79   ,   0.0000
  375 , 8.459  , 34.495 , 0.732  , 0.226   , 26.807  ,   0.0000
  400 , 8.184  , 34.476 , 0.978  , 0.226   , 26.834  ,   0.0000
  425 , 7.883  , 34.45  , 1.253  , 0.226   , 26.859  ,   0.0000
  450 , 7.504  , 34.422 , 1.629  , 0.226   , 26.892  ,   0.0000
  475 , 7.427  , 34.415 , 1.737  , 0.226   , 26.898  ,   0.0000
  500 , 7.176  , 34.4   , 1.986  , 0.226   , 26.922  ,   0.0000
  501 , 7.174  , 34.4   , 1.991  , 0.226   , 26.922  ,   0.0000
