RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.792 , 34.187 , 6.019  , 2.809   , 25.406  ,   0.0000
    2 , 14.337 , 34.193 , 6.236  , 2.924   , 25.489  ,   0.0000
    4 , 14.226 , 34.194 , 6.267  , 3.026   , 25.519  ,   0.0000
    5 , 14.029 , 34.197 , 6.362  , 3.286   , 25.559  ,   0.0000
    6 , 13.949 , 34.193 , 6.507  , 3.11    , 25.576  ,   0.0000
    8 , 13.69  , 34.193 , 6.587  , 3.321   , 25.628  ,   0.0000
   10 , 13.621 , 34.189 , 6.416  , 4.226   , 25.639  ,   0.0000
   12 , 13.546 , 34.188 , 6.31   , 6.13    , 25.654  ,   0.0000
   14 , 13.244 , 34.186 , 6.15   , 5.827   , 25.714  ,   0.0000
   15 , 13.009 , 34.188 , 6.058  , 4.981   , 25.759  ,   0.0000
   16 , 12.889 , 34.185 , 5.868  , 5.944   , 25.782  ,   0.0000
   18 , 12.644 , 34.188 , 5.574  , 4.27    , 25.832  ,   0.0000
   20 , 12.319 , 34.197 , 5.074  , 2.984   , 25.904  ,   0.0000
   22 , 11.588 , 34.17  , 4.977  , 2.951   , 26.02   ,   0.0000
   24 , 11.079 , 34.111 , 4.43   , 1.835   , 26.068  ,   0.0000
   25 , 11.077 , 34.115 , 4.438  , 1.671   , 26.073  ,   0.0000
   26 , 11.066 , 34.121 , 4.417  , 1.319   , 26.079  ,   0.0000
   28 , 11.046 , 34.131 , 4.277  , 1.708   , 26.09   ,   0.0000
   30 , 11.266 , 34.201 , 4.22   , 0.477   , 26.107  ,   0.0000
   35 , 11.191 , 34.258 , 3.814  , 0.33    , 26.163  ,   0.0000
   40 , 10.697 , 34.213 , 3.641  , 0.153   , 26.214  ,   0.0000
   45 , 10.413 , 34.167 , 3.62   , 0.141   , 26.231  ,   0.0000
   50 , 10.664 , 34.267 , 3.317  , 0.11    , 26.265  ,   0.0000
   60 , 10.802 , 34.393 , 2.031  , 0.094   , 26.338  ,   0.0000
   70 , 10.748 , 34.473 , 1.173  , 0.073   , 26.41   ,   0.0000
   75 , 10.793 , 34.498 , 0.86   , 0.072   , 26.422  ,   0.0000
   80 , 10.731 , 34.527 , 0.726  , 0.072   , 26.455  ,   0.0000
   90 , 10.665 , 34.547 , 0.398  , 0.073   , 26.482  ,   0.0000
  100 , 10.56  , 34.554 , 0.174  , 0.067   , 26.507  ,   0.0000
  120 , 10.457 , 34.565 , 0.138  , 0.062   , 26.534  ,   0.0000
  125 , 10.409 , 34.571 , 0.139  , 0.056   , 26.546  ,   0.0000
  140 , 10.358 , 34.576 , 0.13   , 0.056   , 26.559  ,   0.0000
  150 , 10.325 , 34.576 , 0.133  , 0.053   , 26.565  ,   0.0000
  160 , 10.292 , 34.577 , 0.129  , 0.059   , 26.571  ,   0.0000
  170 , 10.293 , 34.585 , 0.124  , 0.042   , 26.578  ,   0.0000
  175 , 10.265 , 34.588 , 0.132  , 0.063   , 26.584  ,   0.0000
  180 , 10.227 , 34.586 , 0.117  , 0.059   , 26.59   ,   0.0000
  190 , 10.207 , 34.595 , 0.189  , 0.038   , 26.6    ,   0.0000
  200 , 10.148 , 34.59  , 0.14   , 0.038   , 26.606  ,   0.0000
  225 , 10.059 , 34.593 , 0.193  , 0.038   , 26.624  ,   0.0000
  250 , 9.68   , 34.571 , 0.226  , 0.037   , 26.669  ,   0.0000
  275 , 9.42   , 34.555 , 0.333  , 0.036   , 26.702  ,   0.0000
  300 , 8.873  , 34.52  , 0.577  , 0.037   , 26.763  ,   0.0000
  325 , 8.655  , 34.505 , 0.674  , 0.037   , 26.784  ,   0.0000
  350 , 8.507  , 34.496 , 0.772  , 0.037   , 26.801  ,   0.0000
  375 , 8.31   , 34.483 , 0.89   , 0.037   , 26.821  ,   0.0000
  400 , 7.813  , 34.448 , 1.321  , 0.037   , 26.868  ,   0.0000
  425 , 7.524  , 34.423 , 1.669  , 0.037   , 26.89   ,   0.0000
  450 , 7.228  , 34.396 , 2.089  , 0.037   , 26.911  ,   0.0000
  475 , 6.996  , 34.375 , 1.76   , 0.037   , 26.927  ,   0.0000
  500 , 6.592  , 34.34  , 2.663  , 0.037   , 26.954  ,   0.0000
  505 , 6.549  , 34.336 , 2.571  , 0.037   , 26.957  ,   0.0000
