RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.645 , 33.207 , 5.902  , 0.371   , 24.448  ,   0.0000
    2 , 15.646 , 33.207 , 5.892  , 0.384   , 24.448  ,   0.0000
    4 , 15.647 , 33.207 , 5.896  , 0.442   , 24.448  ,   0.0000
    5 , 15.647 , 33.207 , 5.903  , 0.419   , 24.448  ,   0.0000
    6 , 15.646 , 33.207 , 5.891  , 0.445   , 24.448  ,   0.0000
    8 , 15.648 , 33.208 , 5.891  , 0.393   , 24.448  ,   0.0000
   10 , 15.651 , 33.208 , 5.897  , 0.468   , 24.448  ,   0.0000
   12 , 15.625 , 33.205 , 5.883  , 0.405   , 24.452  ,   0.0000
   14 , 15.487 , 33.198 , 5.917  , 0.57    , 24.476  ,   0.0000
   15 , 15.481 , 33.198 , 5.914  , 0.406   , 24.478  ,   0.0000
   16 , 15.473 , 33.198 , 5.936  , 0.462   , 24.48   ,   0.0000
   18 , 15.463 , 33.198 , 5.952  , 0.447   , 24.482  ,   0.0000
   20 , 15.451 , 33.198 , 5.95   , 0.511   , 24.484  ,   0.0000
   22 , 15.374 , 33.205 , 5.964  , 0.729   , 24.511  ,   0.0000
   24 , 14.649 , 33.278 , 6.022  , 0.792   , 24.736  ,   0.0000
   25 , 14.268 , 33.327 , 6.044  , 0.71    , 24.913  ,   0.0000
   26 , 12.66  , 33.405 , 6.211  , 0.758   , 25.169  ,   0.0000
   28 , 12.049 , 33.458 , 5.355  , 11.217  , 25.383  ,   0.0000
   30 , 11.902 , 33.475 , 5.148  , 10.2    , 25.422  ,   0.0000
   35 , 11.373 , 33.652 , 4.639  , 1.563   , 25.654  ,   0.0000
   40 , 10.807 , 33.707 , 4.26   , 0.697   , 25.8    ,   0.0000
   45 , 10.178 , 33.727 , 4.768  , 0.43    , 25.929  ,   0.0000
   50 , 9.996  , 33.746 , 4.934  , 0.184   , 25.973  ,   0.0000
   60 , 9.74   , 33.789 , 5.074  , 0.254   , 26.051  ,   0.0000
   70 , 9.546  , 33.852 , 5.039  , 0.16    , 26.132  ,   0.0000
   75 , 9.48   , 33.898 , 4.761  , 0.149   , 26.177  ,   0.0000
   80 , 9.606  , 33.958 , 4.501  , 0.129   , 26.204  ,   0.0000
   90 , 9.438  , 34.035 , 4.163  , 0.123   , 26.291  ,   0.0000
  100 , 9.485  , 34.158 , 3.154  , 0.139   , 26.381  ,   0.0000
  120 , 9.376  , 34.281 , 2.31   , 0.118   , 26.495  ,   0.0000
  125 , 9.335  , 34.291 , 2.167  , 0.118   , 26.509  ,   0.0000
  140 , 9.356  , 34.356 , 1.69   , 0.126   , 26.556  ,   0.0000
  150 , 9.277  , 34.373 , 1.504  , 0.125   , 26.582  ,   0.0000
  160 , 9.099  , 34.387 , 1.493  , 0.126   , 26.623  ,   0.0000
  170 , 8.975  , 34.387 , 1.464  , 0.121   , 26.643  ,   0.0000
  175 , 8.824  , 34.374 , 1.587  , 0.122   , 26.655  ,   0.0000
  180 , 8.845  , 34.393 , 1.478  , 0.117   , 26.667  ,   0.0000
  190 , 8.75   , 34.4   , 1.413  , 0.116   , 26.688  ,   0.0000
  200 , 8.583  , 34.407 , 1.292  , 0.118   , 26.719  ,   0.0000
  225 , 8.644  , 34.447 , 1.009  , 0.116   , 26.741  ,   0.0000
  250 , 8.458  , 34.44  , 1.069  , 0.117   , 26.765  ,   0.0000
  275 , 8.308  , 34.431 , 1.202  , 0.116   , 26.781  ,   0.0000
  300 , 8.194  , 34.431 , 1.21   , 0.116   , 26.798  ,   0.0000
  325 , 7.907  , 34.415 , 1.438  , 0.116   , 26.829  ,   0.0000
  350 , 7.568  , 34.388 , 1.858  , 0.116   , 26.856  ,   0.0000
  375 , 7.091  , 34.34  , 2.529  , 0.116   , 26.886  ,   0.0000
  400 , 6.96   , 34.33  , 2.738  , 0.116   , 26.897  ,   0.0000
  425 , 6.743  , 34.32  , 3.028  , 0.143   , 26.918  ,   0.0000
  450 , 6.548  , 34.308 , 3.27   , 0.116   , 26.935  ,   0.0000
  462 , 6.441  , 34.3   , 3.515  , 0.116   , 26.943  ,   0.0000
