RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.538 , 34.235 , 6.174  , 3.183   , 25.035  ,   0.0000
    2 , 16.554 , 34.236 , 6.141  , 2.442   , 25.033  ,   0.0000
    4 , 16.55  , 34.236 , 6.143  , 2.614   , 25.034  ,   0.0000
    5 , 16.534 , 34.237 , 6.163  , 2.643   , 25.038  ,   0.0000
    6 , 16.539 , 34.236 , 6.154  , 2.781   , 25.038  ,   0.0000
    8 , 16.339 , 34.237 , 6.195  , 3.101   , 25.081  ,   0.0000
   10 , 16.249 , 34.237 , 6.218  , 2.927   , 25.104  ,   0.0000
   12 , 16.111 , 34.235 , 6.177  , 2.987   , 25.134  ,   0.0000
   14 , 15.827 , 34.234 , 6.175  , 3.085   , 25.197  ,   0.0000
   15 , 15.709 , 34.233 , 6.064  , 3.902   , 25.223  ,   0.0000
   16 , 15.594 , 34.229 , 5.935  , 4.036   , 25.253  ,   0.0000
   18 , 15.066 , 34.227 , 5.956  , 4.066   , 25.369  ,   0.0000
   20 , 14.153 , 34.225 , 5.258  , 3.187   , 25.556  ,   0.0000
   22 , 13.461 , 34.215 , 5.03   , 2.566   , 25.695  ,   0.0000
   24 , 12.381 , 34.245 , 4.807  , 1.239   , 25.917  ,   0.0000
   25 , 12.309 , 34.251 , 4.657  , 1.079   , 25.953  ,   0.0000
   26 , 12.097 , 34.244 , 4.482  , 0.852   , 25.98   ,   0.0000
   28 , 11.829 , 34.227 , 3.826  , 0.324   , 26.021  ,   0.0000
   30 , 11.761 , 34.225 , 3.763  , 0.225   , 26.032  ,   0.0000
   35 , 11.346 , 34.252 , 3.58   , 0.109   , 26.128  ,   0.0000
   40 , 11.27  , 34.258 , 3.179  , 0.074   , 26.149  ,   0.0000
   45 , 11.127 , 34.269 , 3.125  , 0.035   , 26.183  ,   0.0000
   50 , 11     , 34.291 , 2.867  , 0.039   , 26.224  ,   0.0000
   60 , 10.798 , 34.369 , 2.271  , 0.02    , 26.32   ,   0.0000
   70 , 10.82  , 34.431 , 1.92   , 0.016   , 26.364  ,   0.0000
   75 , 10.854 , 34.461 , 1.513  , 0.019   , 26.382  ,   0.0000
   80 , 10.863 , 34.483 , 1.298  , 0.01    , 26.397  ,   0.0000
   90 , 10.83  , 34.544 , 0.862  , 0.017   , 26.451  ,   0.0000
  100 , 10.79  , 34.555 , 0.595  , 0.015   , 26.466  ,   0.0000
  120 , 10.649 , 34.605 , 0.283  , 0.01    , 26.531  ,   0.0000
  125 , 10.613 , 34.608 , 0.292  , 0.014   , 26.539  ,   0.0000
  140 , 10.496 , 34.604 , 0.217  , 0.01    , 26.557  ,   0.0000
  150 , 10.48  , 34.604 , 0.212  , 0.014   , 26.56   ,   0.0000
  160 , 10.444 , 34.604 , 0.229  , 0.01    , 26.566  ,   0.0000
  170 , 10.432 , 34.604 , 0.224  , 0.012   , 26.568  ,   0.0000
  175 , 10.426 , 34.605 , 0.226  , 0.011   , 26.57   ,   0.0000
  180 , 10.411 , 34.605 , 0.217  , 0.01    , 26.573  ,   0.0000
  190 , 10.414 , 34.609 , 0.221  , 0.01    , 26.575  ,   0.0000
  200 , 10.382 , 34.608 , 0.225  , 0.011   , 26.58   ,   0.0000
  225 , 10.335 , 34.61  , 0.215  , 0.01    , 26.59   ,   0.0000
  250 , 10.138 , 34.596 , 0.291  , 0.01    , 26.613  ,   0.0000
  275 , 9.952  , 34.583 , 0.329  , 0.011   , 26.634  ,   0.0000
  300 , 9.783  , 34.576 , 0.336  , 0.01    , 26.657  ,   0.0000
  325 , 9.563  , 34.578 , 0.231  , 0.01    , 26.696  ,   0.0000
  350 , 9.317  , 34.558 , 0.273  , 0.01    , 26.721  ,   0.0000
  361 , 9.205  , 34.549 , 0.297  , 0.01    , 26.732  ,   0.0000
