RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.173 , 33.936 , 6.223  , 1.068   , 24.89   ,   0.0000
    2 , 16.177 , 33.937 , 6.185  , 0.983   , 24.89   ,   0.0000
    4 , 16.18  , 33.937 , 6.194  , 1.051   , 24.889  ,   0.0000
    5 , 16.184 , 33.937 , 6.19   , 1.006   , 24.888  ,   0.0000
    6 , 16.19  , 33.937 , 6.208  , 1       , 24.887  ,   0.0000
    8 , 16.197 , 33.938 , 6.211  , 1.043   , 24.886  ,   0.0000
   10 , 16.184 , 33.938 , 6.205  , 1.069   , 24.889  ,   0.0000
   12 , 16.085 , 33.941 , 6.219  , 1.088   , 24.912  ,   0.0000
   14 , 15.883 , 33.951 , 6.206  , 1.045   , 24.971  ,   0.0000
   15 , 15.416 , 33.969 , 6.29   , 1.12    , 25.089  ,   0.0000
   16 , 14.711 , 33.991 , 6.299  , 1.127   , 25.248  ,   0.0000
   18 , 14.467 , 34.052 , 6.058  , 1.239   , 25.377  ,   0.0000
   20 , 13.421 , 34.199 , 5.848  , 1.308   , 25.674  ,   0.0000
   22 , 13.162 , 34.22  , 5.474  , 1.526   , 25.758  ,   0.0000
   24 , 12.961 , 34.254 , 5.285  , 1.405   , 25.822  ,   0.0000
   25 , 12.959 , 34.253 , 5.106  , 1.301   , 25.822  ,   0.0000
   26 , 12.956 , 34.255 , 5.047  , 1.142   , 25.824  ,   0.0000
   28 , 12.948 , 34.258 , 5.03   , 0.942   , 25.829  ,   0.0000
   30 , 12.934 , 34.256 , 4.968  , 0.804   , 25.829  ,   0.0000
   35 , 12.879 , 34.255 , 4.926  , 0.665   , 25.842  ,   0.0000
   40 , 12.142 , 34.153 , 4.855  , 0.505   , 25.9    ,   0.0000
   45 , 11.816 , 34.149 , 4.843  , 0.294   , 25.966  ,   0.0000
   50 , 11.207 , 34.173 , 4.547  , 0.233   , 26.09   ,   0.0000
   60 , 10.682 , 34.221 , 3.426  , 0.21    , 26.225  ,   0.0000
   70 , 10.606 , 34.282 , 2.933  , 0.209   , 26.286  ,   0.0000
   75 , 10.593 , 34.307 , 2.83   , 0.209   , 26.308  ,   0.0000
   80 , 10.669 , 34.355 , 2.548  , 0.208   , 26.334  ,   0.0000
   90 , 10.612 , 34.419 , 1.857  , 0.209   , 26.392  ,   0.0000
  100 , 10.3   , 34.43  , 1.424  , 0.209   , 26.456  ,   0.0000
  120 , 10.16  , 34.48  , 0.71   , 0.205   , 26.519  ,   0.0000
  125 , 10.085 , 34.485 , 0.707  , 0.206   , 26.534  ,   0.0000
  140 , 10.348 , 34.6   , 0.173  , 0.196   , 26.58   ,   0.0000
  150 , 10.246 , 34.599 , 0.141  , 0.193   , 26.596  ,   0.0000
  160 , 10.203 , 34.596 , 0.128  , 0.196   , 26.602  ,   0.0000
  170 , 10.157 , 34.593 , 0.127  , 0.195   , 26.607  ,   0.0000
  175 , 10.096 , 34.584 , 0.131  , 0.192   , 26.611  ,   0.0000
  180 , 10.077 , 34.581 , 0.129  , 0.193   , 26.612  ,   0.0000
  190 , 10.045 , 34.589 , 0.185  , 0.191   , 26.623  ,   0.0000
  200 , 9.988  , 34.584 , 0.207  , 0.193   , 26.63   ,   0.0000
  225 , 9.72   , 34.566 , 0.202  , 0.191   , 26.661  ,   0.0000
  250 , 9.603  , 34.563 , 0.239  , 0.192   , 26.677  ,   0.0000
  275 , 9.443  , 34.551 , 0.279  , 0.191   , 26.695  ,   0.0000
  300 , 9.274  , 34.535 , 0.377  , 0.192   , 26.71   ,   0.0000
  325 , 9.072  , 34.529 , 0.418  , 0.191   , 26.738  ,   0.0000
  350 , 8.736  , 34.505 , 0.638  , 0.191   , 26.772  ,   0.0000
  375 , 8.439  , 34.488 , 0.747  , 0.192   , 26.804  ,   0.0000
  400 , 8.246  , 34.471 , 0.946  , 0.191   , 26.821  ,   0.0000
  425 , 7.82   , 34.437 , 1.307  , 0.191   , 26.858  ,   0.0000
  450 , 7.223  , 34.39  , 2.006  , 0.191   , 26.907  ,   0.0000
  475 , 6.888  , 34.361 , 2.618  , 0.191   , 26.931  ,   0.0000
  500 , 6.762  , 34.35  , 2.854  , 0.191   , 26.939  ,   0.0000
  502 , 6.76   , 34.35  , 2.901  , 0.191   , 26.939  ,   0.0000
