RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.355 , 33.629 , 8.17   , 3.305   , 25.054  ,   0.0000
    2 , 14.352 , 33.629 , 8.153  , 2.748   , 25.054  ,   0.0000
    4 , 14.316 , 33.632 , 8.176  , 2.615   , 25.063  ,   0.0000
    5 , 14.266 , 33.634 , 8.147  , 3.305   , 25.079  ,   0.0000
    6 , 14.188 , 33.644 , 8.221  , 4.693   , 25.14   ,   0.0000
    8 , 12.985 , 33.679 , 8.239  , 9.602   , 25.369  ,   0.0000
   10 , 12.438 , 33.67  , 7.784  , 19.559  , 25.475  ,   0.0000
   12 , 11.59  , 33.68  , 6.686  , 27.02   , 25.622  ,   0.0000
   14 , 11.14  , 33.708 , 5.48   , 19.36   , 25.743  ,   0.0000
   15 , 10.998 , 33.721 , 5.151  , 5.499   , 25.781  ,   0.0000
   16 , 10.925 , 33.722 , 5.236  , 3.802   , 25.795  ,   0.0000
   18 , 10.717 , 33.746 , 5.156  , 4.063   , 25.846  ,   0.0000
   20 , 10.523 , 33.792 , 4.973  , 2.29    , 25.921  ,   0.0000
   22 , 10.36  , 33.828 , 4.964  , 6.267   , 25.974  ,   0.0000
   24 , 10.303 , 33.843 , 5.089  , 0.418   , 25.998  ,   0.0000
   25 , 10.26  , 33.849 , 5.086  , 0.363   , 26.009  ,   0.0000
   26 , 10.224 , 33.854 , 5.101  , 1.01    , 26.019  ,   0.0000
   28 , 10.171 , 33.861 , 5.178  , 0.365   , 26.032  ,   0.0000
   30 , 10.122 , 33.863 , 5.322  , 0.465   , 26.044  ,   0.0000
   35 , 10.019 , 33.872 , 5.224  , 0.442   , 26.068  ,   0.0000
   40 , 9.91   , 33.895 , 5.111  , 0.25    , 26.104  ,   0.0000
   45 , 9.839  , 33.954 , 4.778  , 0.135   , 26.163  ,   0.0000
   50 , 9.765  , 33.982 , 4.402  , 0.074   , 26.196  ,   0.0000
   60 , 9.967  , 34.102 , 3.72   , 0.086   , 26.256  ,   0.0000
   70 , 9.867  , 34.15  , 3.522  , 0.073   , 26.31   ,   0.0000
   75 , 9.832  , 34.164 , 3.268  , 0.088   , 26.328  ,   0.0000
   80 , 9.815  , 34.169 , 3.197  , 0.107   , 26.334  ,   0.0000
   90 , 9.72   , 34.22  , 2.644  , 0.073   , 26.389  ,   0.0000
  100 , 9.924  , 34.292 , 2.183  , 0.078   , 26.413  ,   0.0000
  120 , 10.093 , 34.447 , 0.831  , 0.106   , 26.504  ,   0.0000
  125 , 9.94   , 34.416 , 0.963  , 0.073   , 26.506  ,   0.0000
  140 , 9.755  , 34.426 , 1.069  , 0.073   , 26.545  ,   0.0000
  150 , 9.71   , 34.44  , 0.981  , 0.073   , 26.563  ,   0.0000
  160 , 9.66   , 34.449 , 0.87   , 0.064   , 26.579  ,   0.0000
  170 , 9.663  , 34.455 , 0.862  , 0.064   , 26.583  ,   0.0000
  175 , 9.634  , 34.464 , 0.806  , 0.058   , 26.595  ,   0.0000
  180 , 9.595  , 34.471 , 0.792  , 0.049   , 26.607  ,   0.0000
  190 , 9.556  , 34.467 , 0.789  , 0.052   , 26.611  ,   0.0000
  200 , 9.484  , 34.471 , 0.775  , 0.043   , 26.625  ,   0.0000
  225 , 9.489  , 34.507 , 0.534  , 0.045   , 26.653  ,   0.0000
  250 , 9.488  , 34.53  , 0.4    , 0.041   , 26.671  ,   0.0000
  275 , 9.175  , 34.508 , 0.522  , 0.038   , 26.705  ,   0.0000
  300 , 8.892  , 34.486 , 0.661  , 0.038   , 26.733  ,   0.0000
  325 , 8.612  , 34.471 , 0.815  , 0.038   , 26.765  ,   0.0000
  350 , 8.267  , 34.438 , 1.188  , 0.038   , 26.792  ,   0.0000
  375 , 7.904  , 34.416 , 1.479  , 0.037   , 26.829  ,   0.0000
  400 , 7.56   , 34.382 , 1.949  , 0.036   , 26.853  ,   0.0000
  425 , 7.228  , 34.362 , 2.282  , 0.037   , 26.885  ,   0.0000
  450 , 6.855  , 34.334 , 2.836  , 0.037   , 26.914  ,   0.0000
  452 , 6.834  , 34.332 , 2.902  , 0.037   , 26.916  ,   0.0000
