RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 17.986 , 34.264 , 5.675  , 0.66    , 24.712  ,   0.0000
    2 , 17.956 , 34.266 , 5.645  , 0.586   , 24.72   ,   0.0000
    4 , 17.971 , 34.265 , 5.643  , 0.599   , 24.718  ,   0.0000
    5 , 17.938 , 34.265 , 5.642  , 0.656   , 24.724  ,   0.0000
    6 , 17.907 , 34.266 , 5.684  , 0.636   , 24.733  ,   0.0000
    8 , 17.804 , 34.266 , 5.684  , 0.66    , 24.757  ,   0.0000
   10 , 17.623 , 34.265 , 5.698  , 0.626   , 24.794  ,   0.0000
   12 , 17.544 , 34.262 , 5.844  , 0.711   , 24.819  ,   0.0000
   14 , 17.339 , 34.259 , 5.882  , 0.707   , 24.87   ,   0.0000
   15 , 17.181 , 34.261 , 5.907  , 0.702   , 24.922  ,   0.0000
   16 , 16.877 , 34.274 , 5.941  , 0.665   , 25.038  ,   0.0000
   18 , 15.52  , 34.32  , 5.911  , 0.771   , 25.295  ,   0.0000
   20 , 15.403 , 34.328 , 5.859  , 0.914   , 25.388  ,   0.0000
   22 , 14.419 , 34.351 , 5.9    , 1.033   , 25.576  ,   0.0000
   24 , 14.219 , 34.349 , 5.702  , 1.033   , 25.645  ,   0.0000
   25 , 14.066 , 34.343 , 5.682  , 1.103   , 25.681  ,   0.0000
   26 , 13.695 , 34.338 , 5.679  , 1.087   , 25.748  ,   0.0000
   28 , 12.883 , 34.343 , 5.53   , 0.911   , 25.902  ,   0.0000
   30 , 12.441 , 34.345 , 4.511  , 0.722   , 26.002  ,   0.0000
   35 , 11.491 , 34.246 , 3.611  , 0.372   , 26.102  ,   0.0000
   40 , 11.151 , 34.248 , 3.36   , 0.179   , 26.161  ,   0.0000
   45 , 11.14  , 34.293 , 3.128  , 0.116   , 26.198  ,   0.0000
   50 , 11.31  , 34.393 , 2.615  , 0.132   , 26.246  ,   0.0000
   60 , 11.276 , 34.461 , 1.816  , 0.12    , 26.305  ,   0.0000
   70 , 11.247 , 34.556 , 1.194  , 0.086   , 26.385  ,   0.0000
   75 , 11.247 , 34.572 , 0.865  , 0.077   , 26.397  ,   0.0000
   80 , 11.238 , 34.585 , 0.759  , 0.077   , 26.409  ,   0.0000
   90 , 11.183 , 34.623 , 0.446  , 0.071   , 26.448  ,   0.0000
  100 , 11.172 , 34.626 , 0.41   , 0.064   , 26.453  ,   0.0000
  120 , 10.976 , 34.646 , 0.26   , 0.059   , 26.504  ,   0.0000
  125 , 10.947 , 34.647 , 0.233  , 0.057   , 26.51   ,   0.0000
  140 , 10.763 , 34.647 , 0.196  , 0.058   , 26.543  ,   0.0000
  150 , 10.713 , 34.645 , 0.188  , 0.059   , 26.55   ,   0.0000
  160 , 10.621 , 34.639 , 0.171  , 0.064   , 26.563  ,   0.0000
  170 , 10.537 , 34.631 , 0.154  , 0.072   , 26.571  ,   0.0000
  175 , 10.519 , 34.63  , 0.143  , 0.068   , 26.573  ,   0.0000
  180 , 10.518 , 34.63  , 0.146  , 0.072   , 26.573  ,   0.0000
  190 , 10.515 , 34.63  , 0.146  , 0.069   , 26.574  ,   0.0000
  200 , 10.515 , 34.63  , 0.146  , 0.068   , 26.574  ,   0.0000
  225 , 10.46  , 34.633 , 0.162  , 0.059   , 26.586  ,   0.0000
  250 , 10.361 , 34.63  , 0.174  , 0.062   , 26.601  ,   0.0000
  275 , 9.953  , 34.616 , 0.224  , 0.058   , 26.659  ,   0.0000
  300 , 9.703  , 34.602 , 0.25   , 0.058   , 26.691  ,   0.0000
  325 , 9.566  , 34.593 , 0.271  , 0.058   , 26.707  ,   0.0000
  350 , 9.461  , 34.586 , 0.296  , 0.058   , 26.719  ,   0.0000
  375 , 8.974  , 34.545 , 0.504  , 0.058   , 26.767  ,   0.0000
  400 , 8.726  , 34.524 , 0.662  , 0.058   , 26.788  ,   0.0000
  425 , 8.547  , 34.509 , 0.767  , 0.058   , 26.805  ,   0.0000
  450 , 8.253  , 34.489 , 0.956  , 0.062   , 26.833  ,   0.0000
  475 , 7.999  , 34.467 , 1.152  , 0.058   , 26.856  ,   0.0000
  500 , 7.672  , 34.439 , 1.474  , 0.058   , 26.881  ,   0.0000
  502 , 7.65   , 34.438 , 1.466  , 0.058   , 26.883  ,   0.0000
