RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    2 , 16.674 , 33.953 , 6.388  , 0.293   , 24.787  ,   0.0000
    4 , 16.6   , 33.949 , 6.365  , 0.283   , 24.799  ,   0.0000
    5 , 16.546 , 33.943 , 6.382  , 0.303   , 24.814  ,   0.0000
    6 , 16.231 , 33.925 , 6.389  , 0.308   , 24.868  ,   0.0000
    8 , 15.214 , 33.876 , 6.509  , 0.349   , 25.044  ,   0.0000
   10 , 14.855 , 33.866 , 6.801  , 0.329   , 25.132  ,   0.0000
   12 , 14.357 , 33.876 , 6.965  , 0.299   , 25.248  ,   0.0000
   14 , 13.608 , 33.891 , 6.832  , 0.612   , 25.41   ,   0.0000
   15 , 13.358 , 33.897 , 6.745  , 1.34    , 25.462  ,   0.0000
   16 , 13.197 , 33.896 , 6.283  , 1.625   , 25.5    ,   0.0000
   18 , 13.087 , 33.897 , 6.249  , 1.764   , 25.522  ,   0.0000
   20 , 12.712 , 33.888 , 5.36   , 1.526   , 25.586  ,   0.0000
   22 , 12.459 , 33.897 , 5.352  , 1.526   , 25.643  ,   0.0000
   24 , 12.241 , 33.905 , 5.022  , 1.687   , 25.693  ,   0.0000
   25 , 12.155 , 33.908 , 4.958  , 1.815   , 25.711  ,   0.0000
   26 , 12.101 , 33.912 , 4.908  , 1.732   , 25.727  ,   0.0000
   28 , 11.974 , 33.927 , 4.903  , 1.533   , 25.76   ,   0.0000
   30 , 11.92  , 33.944 , 4.869  , 1.461   , 25.784  ,   0.0000
   35 , 11.687 , 33.955 , 4.89   , 0.868   , 25.838  ,   0.0000
   40 , 11.434 , 33.986 , 4.913  , 1.034   , 25.907  ,   0.0000
   45 , 11.309 , 34.024 , 4.815  , 0.798   , 25.959  ,   0.0000
   50 , 10.91  , 34.032 , 4.594  , 0.589   , 26.038  ,   0.0000
   60 , 10.672 , 34.131 , 3.827  , 0.157   , 26.158  ,   0.0000
   70 , 10.397 , 34.239 , 3.114  , 0.106   , 26.289  ,   0.0000
   75 , 10.294 , 34.297 , 2.074  , 0.107   , 26.354  ,   0.0000
   80 , 10.088 , 34.322 , 1.926  , 0.107   , 26.407  ,   0.0000
   90 , 10.177 , 34.382 , 1.491  , 0.107   , 26.44   ,   0.0000
  100 , 10.13  , 34.416 , 1.134  , 0.107   , 26.474  ,   0.0000
  120 , 10.001 , 34.45  , 0.902  , 0.105   , 26.522  ,   0.0000
  125 , 9.934  , 34.455 , 0.872  , 0.098   , 26.538  ,   0.0000
  140 , 9.766  , 34.455 , 0.81   , 0.098   , 26.566  ,   0.0000
  150 , 9.75   , 34.456 , 0.79   , 0.096   , 26.57   ,   0.0000
  160 , 9.757  , 34.46  , 0.759  , 0.1     , 26.571  ,   0.0000
  170 , 9.729  , 34.461 , 0.743  , 0.102   , 26.577  ,   0.0000
  175 , 9.717  , 34.465 , 0.733  , 0.101   , 26.581  ,   0.0000
  180 , 9.707  , 34.474 , 0.677  , 0.098   , 26.591  ,   0.0000
  190 , 9.825  , 34.507 , 0.492  , 0.092   , 26.596  ,   0.0000
  200 , 9.849  , 34.517 , 0.471  , 0.092   , 26.601  ,   0.0000
  225 , 9.809  , 34.545 , 0.303  , 0.092   , 26.629  ,   0.0000
  250 , 9.5    , 34.519 , 0.416  , 0.082   , 26.659  ,   0.0000
  275 , 9.324  , 34.517 , 0.455  , 0.082   , 26.687  ,   0.0000
  300 , 9.114  , 34.503 , 0.57   , 0.082   , 26.71   ,   0.0000
  325 , 8.906  , 34.491 , 0.644  , 0.083   , 26.734  ,   0.0000
  350 , 8.704  , 34.486 , 0.742  , 0.082   , 26.763  ,   0.0000
  375 , 8.603  , 34.488 , 0.719  , 0.082   , 26.78   ,   0.0000
  400 , 8.127  , 34.452 , 1.127  , 0.082   , 26.825  ,   0.0000
  425 , 7.734  , 34.419 , 1.55   , 0.082   , 26.856  ,   0.0000
  450 , 7.28   , 34.383 , 2.021  , 0.08    , 26.892  ,   0.0000
  475 , 6.813  , 34.347 , 2.688  , 0.082   , 26.929  ,   0.0000
  500 , 6.458  , 34.318 , 3.41   , 0.082   , 26.954  ,   0.0000
  503 , 6.46   , 34.317 , 3.461  , 0.082   , 26.953  ,   0.0000
