RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 13.793 , 34.257 , 5.079  , 2.233   , 25.653  ,   0.0000
    2 , 13.848 , 34.255 , 5.039  , 1.722   , 25.645  ,   0.0000
    4 , 13.822 , 34.258 , 5.055  , 1.884   , 25.661  ,   0.0000
    5 , 13.589 , 34.271 , 5.052  , 1.858   , 25.757  ,   0.0000
    6 , 12.577 , 34.286 , 4.81   , 1.793   , 25.899  ,   0.0000
    8 , 12.361 , 34.307 , 4.595  , 1.959   , 25.982  ,   0.0000
   10 , 12.329 , 34.313 , 4.55   , 2.057   , 25.993  ,   0.0000
   12 , 12.311 , 34.313 , 4.55   , 2.486   , 25.996  ,   0.0000
   14 , 12.268 , 34.314 , 4.427  , 2.445   , 26.008  ,   0.0000
   15 , 12.188 , 34.318 , 4.396  , 2.408   , 26.021  ,   0.0000
   16 , 12.154 , 34.322 , 4.369  , 2.45    , 26.032  ,   0.0000
   18 , 12.121 , 34.334 , 4.221  , 2.281   , 26.051  ,   0.0000
   20 , 11.939 , 34.348 , 4.112  , 2.209   , 26.092  ,   0.0000
   22 , 11.76  , 34.354 , 3.882  , 1.802   , 26.132  ,   0.0000
   24 , 11.677 , 34.36  , 3.576  , 1.573   , 26.153  ,   0.0000
   25 , 11.666 , 34.359 , 3.475  , 1.491   , 26.154  ,   0.0000
   26 , 11.66  , 34.359 , 3.441  , 1.483   , 26.155  ,   0.0000
   28 , 11.65  , 34.358 , 3.408  , 1.512   , 26.156  ,   0.0000
   30 , 11.64  , 34.36  , 3.373  , 1.367   , 26.16   ,   0.0000
   35 , 11.546 , 34.367 , 3.222  , 1.126   , 26.183  ,   0.0000
   40 , 11.304 , 34.356 , 3.056  , 1.013   , 26.218  ,   0.0000
   45 , 10.832 , 34.37  , 2.792  , 0.618   , 26.312  ,   0.0000
   50 , 10.783 , 34.412 , 1.736  , 0.334   , 26.357  ,   0.0000
   60 , 10.668 , 34.494 , 0.978  , 0.203   , 26.441  ,   0.0000
   70 , 10.517 , 34.533 , 0.423  , 0.17    , 26.498  ,   0.0000
   75 , 10.472 , 34.549 , 0.258  , 0.164   , 26.518  ,   0.0000
   80 , 10.446 , 34.558 , 0.175  , 0.154   , 26.53   ,   0.0000
   90 , 10.423 , 34.563 , 0.163  , 0.16    , 26.538  ,   0.0000
  100 , 10.408 , 34.568 , 0.135  , 0.157   , 26.544  ,   0.0000
  120 , 10.38  , 34.57  , 0.105  , 0.156   , 26.551  ,   0.0000
  125 , 10.349 , 34.574 , 0.106  , 0.145   , 26.559  ,   0.0000
  140 , 10.317 , 34.576 , 0.111  , 0.145   , 26.567  ,   0.0000
  150 , 10.22  , 34.588 , 0.122  , 0.147   , 26.593  ,   0.0000
  160 , 10.175 , 34.587 , 0.131  , 0.154   , 26.6    ,   0.0000
  170 , 10.147 , 34.591 , 0.133  , 0.137   , 26.607  ,   0.0000
  175 , 10.144 , 34.59  , 0.137  , 0.139   , 26.608  ,   0.0000
  180 , 10.137 , 34.59  , 0.138  , 0.135   , 26.608  ,   0.0000
  190 , 10.128 , 34.588 , 0.137  , 0.139   , 26.609  ,   0.0000
  200 , 10.095 , 34.589 , 0.136  , 0.141   , 26.615  ,   0.0000
  225 , 9.79   , 34.574 , 0.206  , 0.135   , 26.655  ,   0.0000
  250 , 9.275  , 34.547 , 0.359  , 0.142   , 26.718  ,   0.0000
  275 , 8.977  , 34.527 , 0.526  , 0.135   , 26.752  ,   0.0000
  300 , 8.884  , 34.521 , 0.553  , 0.135   , 26.761  ,   0.0000
  303 , 8.881  , 34.52  , 0.57   , 0.14    , 26.761  ,   0.0000
