RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.572 , 33.373 , 5.656  , 0.869   , 24.365  ,   0.0000
    2 , 16.574 , 33.364 , 5.648  , 0.746   , 24.358  ,   0.0000
    4 , 16.576 , 33.369 , 5.66   , 0.635   , 24.362  ,   0.0000
    5 , 16.578 , 33.369 , 5.663  , 0.583   , 24.361  ,   0.0000
    6 , 16.584 , 33.369 , 5.658  , 0.593   , 24.36   ,   0.0000
    8 , 16.587 , 33.369 , 5.64   , 0.596   , 24.359  ,   0.0000
   10 , 16.586 , 33.37  , 5.661  , 0.585   , 24.36   ,   0.0000
   12 , 16.587 , 33.369 , 5.651  , 0.623   , 24.359  ,   0.0000
   14 , 16.586 , 33.369 , 5.664  , 0.522   , 24.36   ,   0.0000
   15 , 16.586 , 33.369 , 5.661  , 0.551   , 24.36   ,   0.0000
   16 , 16.587 , 33.369 , 5.647  , 0.719   , 24.359  ,   0.0000
   18 , 16.585 , 33.369 , 5.662  , 0.647   , 24.359  ,   0.0000
   20 , 16.587 , 33.369 , 5.646  , 0.627   , 24.359  ,   0.0000
   22 , 16.583 , 33.37  , 5.662  , 0.633   , 24.36   ,   0.0000
   24 , 16.583 , 33.369 , 5.658  , 0.678   , 24.36   ,   0.0000
   25 , 16.583 , 33.37  , 5.656  , 0.604   , 24.36   ,   0.0000
   26 , 16.583 , 33.37  , 5.654  , 0.525   , 24.361  ,   0.0000
   28 , 16.519 , 33.41  , 5.646  , 0.65    , 24.415  ,   0.0000
   30 , 16.156 , 33.455 , 5.67   , 0.674   , 24.546  ,   0.0000
   35 , 14.732 , 33.52  , 5.78   , 0.739   , 24.887  ,   0.0000
   40 , 12.566 , 33.61  , 5.725  , 0.993   , 25.398  ,   0.0000
   45 , 11.525 , 33.661 , 5.407  , 0.515   , 25.636  ,   0.0000
   50 , 10.888 , 33.74  , 4.839  , 0.429   , 25.814  ,   0.0000
   60 , 10.764 , 33.815 , 5.211  , 0.403   , 25.895  ,   0.0000
   70 , 10.232 , 33.828 , 5.462  , 0.265   , 25.997  ,   0.0000
   75 , 10.169 , 33.836 , 5.342  , 0.227   , 26.015  ,   0.0000
   80 , 10.03  , 33.838 , 5.432  , 0.207   , 26.039  ,   0.0000
   90 , 9.851  , 33.852 , 5.163  , 0.203   , 26.08   ,   0.0000
  100 , 9.779  , 33.943 , 4.843  , 0.196   , 26.163  ,   0.0000
  120 , 9.929  , 34.155 , 2.95   , 0.192   , 26.304  ,   0.0000
  125 , 9.895  , 34.198 , 2.875  , 0.191   , 26.345  ,   0.0000
  140 , 9.807  , 34.277 , 2.178  , 0.184   , 26.42   ,   0.0000
  150 , 9.762  , 34.307 , 1.91   , 0.19    , 26.451  ,   0.0000
  160 , 9.586  , 34.351 , 1.45   , 0.183   , 26.514  ,   0.0000
  170 , 9.509  , 34.375 , 1.298  , 0.184   , 26.546  ,   0.0000
  175 , 9.507  , 34.389 , 1.329  , 0.185   , 26.558  ,   0.0000
  180 , 9.499  , 34.396 , 1.268  , 0.183   , 26.564  ,   0.0000
  190 , 9.403  , 34.423 , 1.181  , 0.185   , 26.602  ,   0.0000
  200 , 9.185  , 34.401 , 1.092  , 0.183   , 26.621  ,   0.0000
  225 , 9.076  , 34.432 , 0.745  , 0.184   , 26.661  ,   0.0000
  250 , 8.941  , 34.476 , 0.798  , 0.184   , 26.718  ,   0.0000
  275 , 8.701  , 34.466 , 0.912  , 0.183   , 26.747  ,   0.0000
  300 , 8.427  , 34.44  , 1.093  , 0.184   , 26.77   ,   0.0000
  325 , 8.197  , 34.433 , 1.138  , 0.183   , 26.799  ,   0.0000
  350 , 8.008  , 34.42  , 1.372  , 0.183   , 26.818  ,   0.0000
  375 , 7.689  , 34.397 , 1.736  , 0.183   , 26.846  ,   0.0000
  400 , 7.353  , 34.373 , 2.113  , 0.183   , 26.876  ,   0.0000
  425 , 6.823  , 34.318 , 2.968  , 0.183   , 26.906  ,   0.0000
  450 , 6.545  , 34.299 , 3.399  , 0.183   , 26.929  ,   0.0000
  475 , 6.252  , 34.28  , 3.919  , 0.183   , 26.952  ,   0.0000
  500 , 6.044  , 34.271 , 4.251  , 0.185   , 26.971  ,   0.0000
  501 , 6.026  , 34.271 , 4.281  , 0.183   , 26.973  ,   0.0000
