RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 17.692 , 34.238 , 5.622  , 0.352   , 24.764  ,   0.0000
    2 , 17.7   , 34.238 , 5.621  , 0.349   , 24.762  ,   0.0000
    4 , 17.702 , 34.238 , 5.614  , 0.337   , 24.762  ,   0.0000
    5 , 17.701 , 34.238 , 5.616  , 0.332   , 24.762  ,   0.0000
    6 , 17.702 , 34.239 , 5.605  , 0.361   , 24.762  ,   0.0000
    8 , 17.675 , 34.242 , 5.613  , 0.337   , 24.774  ,   0.0000
   10 , 17.342 , 34.258 , 5.778  , 0.533   , 24.864  ,   0.0000
   12 , 16.735 , 34.252 , 5.911  , 0.657   , 25.008  ,   0.0000
   14 , 15.742 , 34.281 , 5.985  , 0.507   , 25.264  ,   0.0000
   15 , 15.163 , 34.298 , 5.911  , 0.495   , 25.374  ,   0.0000
   16 , 14.971 , 34.312 , 5.763  , 0.536   , 25.439  ,   0.0000
   18 , 14.853 , 34.313 , 5.336  , 0.5     , 25.487  ,   0.0000
   20 , 14.001 , 34.319 , 5.129  , 0.468   , 25.657  ,   0.0000
   22 , 13.103 , 34.294 , 4.724  , 0.391   , 25.789  ,   0.0000
   24 , 12.791 , 34.247 , 4.606  , 0.375   , 25.85   ,   0.0000
   25 , 12.585 , 34.223 , 4.606  , 0.225   , 25.873  ,   0.0000
   26 , 12.39  , 34.196 , 4.588  , 0.23    , 25.89   ,   0.0000
   28 , 12.039 , 34.152 , 4.458  , 0.254   , 25.92   ,   0.0000
   30 , 11.922 , 34.141 , 4.397  , 0.227   , 25.925  ,   0.0000
   35 , 12.027 , 34.271 , 4.208  , 0.239   , 26.018  ,   0.0000
   40 , 11.794 , 34.298 , 3.397  , 0.223   , 26.084  ,   0.0000
   45 , 11.493 , 34.289 , 3.301  , 0.182   , 26.134  ,   0.0000
   50 , 11.242 , 34.288 , 3.164  , 0.15    , 26.177  ,   0.0000
   60 , 11.448 , 34.422 , 2.479  , 0.138   , 26.244  ,   0.0000
   70 , 11.359 , 34.471 , 2.014  , 0.129   , 26.298  ,   0.0000
   75 , 11.298 , 34.491 , 1.896  , 0.128   , 26.324  ,   0.0000
   80 , 11.217 , 34.491 , 1.612  , 0.127   , 26.34   ,   0.0000
   90 , 11.305 , 34.573 , 1.069  , 0.127   , 26.387  ,   0.0000
  100 , 11.266 , 34.607 , 0.617  , 0.128   , 26.421  ,   0.0000
  120 , 10.955 , 34.621 , 0.281  , 0.126   , 26.488  ,   0.0000
  125 , 10.935 , 34.625 , 0.283  , 0.127   , 26.495  ,   0.0000
  140 , 10.864 , 34.636 , 0.233  , 0.127   , 26.516  ,   0.0000
  150 , 10.73  , 34.629 , 0.261  , 0.127   , 26.535  ,   0.0000
  160 , 10.627 , 34.627 , 0.253  , 0.127   , 26.552  ,   0.0000
  170 , 10.507 , 34.626 , 0.238  , 0.127   , 26.573  ,   0.0000
  175 , 10.448 , 34.627 , 0.236  , 0.126   , 26.583  ,   0.0000
  180 , 10.443 , 34.627 , 0.233  , 0.126   , 26.584  ,   0.0000
  190 , 10.348 , 34.624 , 0.229  , 0.126   , 26.598  ,   0.0000
  200 , 10.295 , 34.623 , 0.225  , 0.126   , 26.606  ,   0.0000
  225 , 9.951  , 34.599 , 0.266  , 0.128   , 26.648  ,   0.0000
  250 , 9.733  , 34.575 , 0.374  , 0.127   , 26.665  ,   0.0000
  275 , 9.386  , 34.547 , 0.496  , 0.126   , 26.701  ,   0.0000
  300 , 9.276  , 34.575 , 0.357  , 0.127   , 26.741  ,   0.0000
  325 , 9.248  , 34.572 , 0.354  , 0.127   , 26.743  ,   0.0000
  350 , 9.229  , 34.571 , 0.374  , 0.126   , 26.745  ,   0.0000
  375 , 9.074  , 34.563 , 0.407  , 0.126   , 26.764  ,   0.0000
  400 , 9      , 34.557 , 0.438  , 0.126   , 26.771  ,   0.0000
  425 , 8.938  , 34.55  , 0.484  , 0.127   , 26.776  ,   0.0000
  450 , 8.624  , 34.518 , 0.649  , 0.126   , 26.804  ,   0.0000
  475 , 7.977  , 34.464 , 1.187  , 0.126   , 26.857  ,   0.0000
  500 , 7.911  , 34.456 , 1.288  , 0.126   , 26.86   ,   0.0000
  501 , 7.91   , 34.456 , 1.294  , 0.127   , 26.86   ,   0.0000
