RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.278 , 34.298 , 5.736  , 3.062   , 25.374  ,   0.0000
    2 , 15.151 , 34.305 , 5.846  , 1.371   , 25.402  ,   0.0000
    4 , 14.78  , 34.314 , 5.803  , 1.33    , 25.484  ,   0.0000
    5 , 14.665 , 34.326 , 5.696  , 1.442   , 25.529  ,   0.0000
    6 , 14.516 , 34.322 , 5.547  , 1.699   , 25.551  ,   0.0000
    8 , 14.251 , 34.326 , 5.519  , 1.607   , 25.619  ,   0.0000
   10 , 13.945 , 34.336 , 5.404  , 1.486   , 25.685  ,   0.0000
   12 , 13.853 , 34.334 , 5.305  , 1.494   , 25.705  ,   0.0000
   14 , 13.676 , 34.333 , 5.215  , 1.93    , 25.738  ,   0.0000
   15 , 13.597 , 34.332 , 5.044  , 1.781   , 25.758  ,   0.0000
   16 , 13.41  , 34.33  , 4.944  , 1.926   , 25.79   ,   0.0000
   18 , 13.164 , 34.336 , 4.65   , 2.236   , 25.845  ,   0.0000
   20 , 12.87  , 34.336 , 4.396  , 1.338   , 25.901  ,   0.0000
   22 , 12.292 , 34.336 , 4.007  , 1.068   , 26.014  ,   0.0000
   24 , 11.925 , 34.343 , 3.396  , 0.85    , 26.092  ,   0.0000
   25 , 11.755 , 34.345 , 3.228  , 0.832   , 26.128  ,   0.0000
   26 , 11.448 , 34.349 , 2.993  , 0.989   , 26.184  ,   0.0000
   28 , 11.157 , 34.353 , 2.553  , 0.759   , 26.243  ,   0.0000
   30 , 10.971 , 34.352 , 2.277  , 0.622   , 26.275  ,   0.0000
   35 , 10.833 , 34.326 , 2.294  , 0.164   , 26.281  ,   0.0000
   40 , 10.722 , 34.364 , 2.001  , 0.09    , 26.33   ,   0.0000
   45 , 10.66  , 34.373 , 1.804  , 0.097   , 26.348  ,   0.0000
   50 , 10.562 , 34.398 , 1.537  , 0.054   , 26.385  ,   0.0000
   60 , 10.664 , 34.498 , 1.042  , 0.069   , 26.445  ,   0.0000
   70 , 10.597 , 34.539 , 0.436  , 0.075   , 26.489  ,   0.0000
   75 , 10.581 , 34.546 , 0.406  , 0.071   , 26.497  ,   0.0000
   80 , 10.565 , 34.56  , 0.369  , 0.056   , 26.511  ,   0.0000
   90 , 10.516 , 34.568 , 0.267  , 0.058   , 26.525  ,   0.0000
  100 , 10.491 , 34.571 , 0.224  , 0.068   , 26.532  ,   0.0000
  120 , 10.381 , 34.59  , 0.153  , 0.052   , 26.566  ,   0.0000
  125 , 10.353 , 34.594 , 0.149  , 0.048   , 26.574  ,   0.0000
  140 , 10.313 , 34.609 , 0.122  , 0.043   , 26.593  ,   0.0000
  150 , 10.298 , 34.609 , 0.117  , 0.041   , 26.595  ,   0.0000
  160 , 10.292 , 34.608 , 0.121  , 0.04    , 26.595  ,   0.0000
  170 , 10.256 , 34.604 , 0.136  , 0.041   , 26.599  ,   0.0000
  175 , 10.221 , 34.602 , 0.145  , 0.046   , 26.603  ,   0.0000
  180 , 10.166 , 34.599 , 0.146  , 0.042   , 26.61   ,   0.0000
  190 , 9.972  , 34.588 , 0.228  , 0.036   , 26.634  ,   0.0000
  200 , 9.919  , 34.584 , 0.26   , 0.044   , 26.641  ,   0.0000
  225 , 9.639  , 34.565 , 0.387  , 0.037   , 26.673  ,   0.0000
  250 , 9.577  , 34.56  , 0.399  , 0.037   , 26.679  ,   0.0000
  275 , 9.331  , 34.544 , 0.488  , 0.037   , 26.708  ,   0.0000
  300 , 9.131  , 34.541 , 0.459  , 0.037   , 26.738  ,   0.0000
  325 , 8.848  , 34.528 , 0.583  , 0.04    , 26.772  ,   0.0000
  350 , 8.577  , 34.503 , 0.739  , 0.04    , 26.796  ,   0.0000
  375 , 8.298  , 34.491 , 0.89   , 0.039   , 26.829  ,   0.0000
  400 , 7.852  , 34.451 , 1.271  , 0.037   , 26.865  ,   0.0000
  425 , 7.592  , 34.43  , 1.612  , 0.037   , 26.886  ,   0.0000
  450 , 7.2    , 34.402 , 2.034  , 0.037   , 26.92   ,   0.0000
  475 , 7.041  , 34.39  , 2.29   , 0.037   , 26.933  ,   0.0000
  500 , 6.723  , 34.367 , 2.711  , 0.037   , 26.958  ,   0.0000
  502 , 6.666  , 34.362 , 2.594  , 0.037   , 26.961  ,   0.0000
