RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.662 , 34.242 , 5.942  , 1.881   , 25.011  ,   0.0000
    2 , 16.662 , 34.242 , 5.898  , 1.009   , 25.012  ,   0.0000
    4 , 16.664 , 34.242 , 5.89   , 1.14    , 25.012  ,   0.0000
    5 , 16.664 , 34.242 , 5.895  , 1.071   , 25.011  ,   0.0000
    6 , 16.656 , 34.241 , 5.907  , 0.983   , 25.013  ,   0.0000
    8 , 16.632 , 34.241 , 5.925  , 1.066   , 25.02   ,   0.0000
   10 , 16.566 , 34.242 , 5.955  , 1.304   , 25.034  ,   0.0000
   12 , 16.539 , 34.241 , 5.981  , 1.519   , 25.041  ,   0.0000
   14 , 16.427 , 34.24  , 6.021  , 0.912   , 25.068  ,   0.0000
   15 , 16.279 , 34.238 , 6.026  , 1.253   , 25.096  ,   0.0000
   16 , 16.186 , 34.24  , 6.011  , 1.298   , 25.121  ,   0.0000
   18 , 15.933 , 34.236 , 6.001  , 1.29    , 25.178  ,   0.0000
   20 , 15.155 , 34.215 , 5.731  , 2.844   , 25.334  ,   0.0000
   22 , 14.487 , 34.194 , 5.477  , 1.816   , 25.459  ,   0.0000
   24 , 13.903 , 34.166 , 5.261  , 2.586   , 25.574  ,   0.0000
   25 , 13.22  , 34.157 , 5.261  , 1.187   , 25.681  ,   0.0000
   26 , 12.824 , 34.149 , 5.051  , 1.638   , 25.763  ,   0.0000
   28 , 11.966 , 34.134 , 4.554  , 1.053   , 25.899  ,   0.0000
   30 , 11.77  , 34.132 , 4.244  , 0.586   , 25.958  ,   0.0000
   35 , 11.691 , 34.205 , 3.843  , 0.405   , 26.031  ,   0.0000
   40 , 11.554 , 34.226 , 3.606  , 0.28    , 26.071  ,   0.0000
   45 , 11.432 , 34.25  , 3.453  , 0.264   , 26.113  ,   0.0000
   50 , 11.187 , 34.27  , 3.277  , 0.239   , 26.172  ,   0.0000
   60 , 11.063 , 34.279 , 2.993  , 0.182   , 26.203  ,   0.0000
   70 , 10.831 , 34.342 , 2.345  , 0.16    , 26.293  ,   0.0000
   75 , 10.842 , 34.413 , 1.971  , 0.155   , 26.348  ,   0.0000
   80 , 10.697 , 34.406 , 1.609  , 0.149   , 26.366  ,   0.0000
   90 , 10.718 , 34.468 , 1.424  , 0.148   , 26.413  ,   0.0000
  100 , 10.538 , 34.487 , 1.187  , 0.148   , 26.458  ,   0.0000
  120 , 10.433 , 34.519 , 0.831  , 0.159   , 26.502  ,   0.0000
  125 , 10.287 , 34.517 , 0.784  , 0.149   , 26.525  ,   0.0000
  140 , 10.153 , 34.54  , 0.538  , 0.148   , 26.566  ,   0.0000
  150 , 10.053 , 34.543 , 0.531  , 0.15    , 26.586  ,   0.0000
  160 , 9.928  , 34.537 , 0.55   , 0.148   , 26.603  ,   0.0000
  170 , 9.785  , 34.537 , 0.566  , 0.149   , 26.627  ,   0.0000
  175 , 9.756  , 34.538 , 0.535  , 0.151   , 26.632  ,   0.0000
  180 , 9.727  , 34.539 , 0.517  , 0.148   , 26.639  ,   0.0000
  190 , 9.592  , 34.543 , 0.488  , 0.148   , 26.663  ,   0.0000
  200 , 9.459  , 34.545 , 0.487  , 0.147   , 26.688  ,   0.0000
  225 , 9.357  , 34.547 , 0.451  , 0.148   , 26.705  ,   0.0000
  250 , 9.093  , 34.538 , 0.494  , 0.148   , 26.742  ,   0.0000
  275 , 8.796  , 34.517 , 0.628  , 0.148   , 26.772  ,   0.0000
  300 , 8.423  , 34.493 , 0.795  , 0.147   , 26.812  ,   0.0000
  325 , 8.203  , 34.473 , 1.026  , 0.148   , 26.83   ,   0.0000
  350 , 8.075  , 34.466 , 1.063  , 0.148   , 26.843  ,   0.0000
  375 , 7.797  , 34.452 , 1.292  , 0.148   , 26.873  ,   0.0000
  400 , 7.603  , 34.44  , 1.471  , 0.148   , 26.892  ,   0.0000
  425 , 7.374  , 34.42  , 1.785  , 0.148   , 26.909  ,   0.0000
  450 , 7.191  , 34.405 , 2.047  , 0.148   , 26.923  ,   0.0000
  475 , 7.098  , 34.397 , 2.184  , 0.148   , 26.93   ,   0.0000
  500 , 6.83   , 34.377 , 2.585  , 0.148   , 26.952  ,   0.0000
  504 , 6.68   , 34.366 , 2.772  , 0.148   , 26.963  ,   0.0000
