RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.592 , 34.334 , 5.205  , 2.554   , 25.327  ,   0.0000
    2 , 15.581 , 34.336 , 5.214  , 2.995   , 25.331  ,   0.0000
    4 , 15.52  , 34.344 , 5.149  , 2.796   , 25.351  ,   0.0000
    5 , 15.545 , 34.341 , 5.176  , 2.978   , 25.344  ,   0.0000
    6 , 15.554 , 34.34  , 5.186  , 2.881   , 25.34   ,   0.0000
    8 , 15.555 , 34.338 , 5.168  , 2.837   , 25.339  ,   0.0000
   10 , 15.57  , 34.338 , 5.186  , 2.764   , 25.335  ,   0.0000
   12 , 15.544 , 34.339 , 5.166  , 2.888   , 25.342  ,   0.0000
   14 , 15.538 , 34.341 , 5.168  , 3.293   , 25.345  ,   0.0000
   15 , 15.528 , 34.341 , 5.174  , 3.115   , 25.347  ,   0.0000
   16 , 15.522 , 34.343 , 5.167  , 2.9     , 25.35   ,   0.0000
   18 , 15.514 , 34.344 , 5.154  , 2.983   , 25.353  ,   0.0000
   20 , 15.51  , 34.345 , 5.168  , 2.932   , 25.355  ,   0.0000
   22 , 15.476 , 34.347 , 5.163  , 3.348   , 25.363  ,   0.0000
   24 , 15.411 , 34.352 , 5.18   , 3.741   , 25.382  ,   0.0000
   25 , 15.383 , 34.352 , 5.205  , 3.648   , 25.388  ,   0.0000
   26 , 15.363 , 34.354 , 5.224  , 3.526   , 25.394  ,   0.0000
   28 , 15.319 , 34.354 , 5.224  , 3.404   , 25.403  ,   0.0000
   30 , 14.932 , 34.352 , 5.053  , 3.06    , 25.487  ,   0.0000
   35 , 11.825 , 34.412 , 1.686  , 1.073   , 26.165  ,   0.0000
   40 , 11.632 , 34.453 , 1.442  , 0.717   , 26.234  ,   0.0000
   45 , 11.117 , 34.492 , 0.973  , 0.474   , 26.359  ,   0.0000
   50 , 10.94  , 34.507 , 0.524  , 0.401   , 26.402  ,   0.0000
   60 , 10.733 , 34.519 , 0.41   , 0.288   , 26.448  ,   0.0000
   70 , 10.556 , 34.542 , 0.21   , 0.217   , 26.498  ,   0.0000
   75 , 10.461 , 34.556 , 0.178  , 0.119   , 26.526  ,   0.0000
   80 , 10.434 , 34.57  , 0.162  , 0.074   , 26.541  ,   0.0000
   90 , 10.356 , 34.572 , 0.234  , 0.08    , 26.556  ,   0.0000
  100 , 10.293 , 34.57  , 0.183  , 0.091   , 26.566  ,   0.0000
  120 , 10.235 , 34.577 , 0.117  , 0.076   , 26.581  ,   0.0000
  125 , 10.254 , 34.583 , 0.116  , 0.074   , 26.583  ,   0.0000
  140 , 10.2   , 34.584 , 0.145  , 0.065   , 26.593  ,   0.0000
  150 , 10.17  , 34.586 , 0.135  , 0.061   , 26.599  ,   0.0000
  160 , 10.103 , 34.576 , 0.13   , 0.063   , 26.604  ,   0.0000
  170 , 10.084 , 34.577 , 0.103  , 0.062   , 26.608  ,   0.0000
  175 , 10.082 , 34.579 , 0.107  , 0.064   , 26.609  ,   0.0000
  180 , 10.087 , 34.582 , 0.108  , 0.061   , 26.61   ,   0.0000
  190 , 10.043 , 34.578 , 0.147  , 0.058   , 26.615  ,   0.0000
  200 , 10.034 , 34.582 , 0.184  , 0.062   , 26.62   ,   0.0000
  225 , 9.823  , 34.569 , 0.234  , 0.061   , 26.645  ,   0.0000
  250 , 9.611  , 34.557 , 0.221  , 0.059   , 26.671  ,   0.0000
  275 , 9.36   , 34.539 , 0.369  , 0.057   , 26.699  ,   0.0000
  300 , 9.033  , 34.512 , 0.461  , 0.057   , 26.731  ,   0.0000
  325 , 8.465  , 34.475 , 0.78   , 0.056   , 26.791  ,   0.0000
  350 , 8.138  , 34.465 , 0.988  , 0.058   , 26.833  ,   0.0000
  375 , 7.996  , 34.451 , 1.092  , 0.05    , 26.843  ,   0.0000
  380 , 7.849  , 34.442 , 1.259  , 0.05    , 26.858  ,   0.0000
